#                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name              accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#      ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
RGDD01000075.1_RG1990334 -          csx19                mkCas0165        0.9   -2.0   0.0         7   -5.0   0.0   1.2   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas6                 mkCas0166      0.079    1.6   3.0       0.3   -0.3   2.5   2.3   1   1   0   1   1   1   0 RG2477003
RGDD01000075.1_RG1990334 -          cas6                 mkCas0166       0.45   -0.9   0.1       1.5   -2.6   0.1   1.3   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038 -          cas6                 mkCas0166       0.58   -1.3   1.7       1.2   -2.3   1.0   1.5   2   0   0   2   2   2   0 RG1990038
LTBA01000016.1_RG2477003   -          csx19                mkCas0167     0.0048    5.2   0.7     0.013    3.8   0.7   1.7   1   0   0   1   1   1   0 RG2477003
RGDD01000075.1_RG1990334   -          csx19                mkCas0167       0.67   -1.8   0.0       5.7   -4.8   0.0   1.3   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          csx19                mkCas0167        1.1   -2.5   0.3         7   -5.5   0.3   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csx19                mkCas0167        1.1   -2.5   0.3         7   -5.5   0.3   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csx19                mkCas0167        1.1   -2.5   0.3         7   -5.5   0.3   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csx19                mkCas0167        1.1   -2.5   0.3         7   -5.5   0.3   1.2   1   0   0   1   1   1   0 RG179391
RGDI01000003.1_RG1990038 -          cas10                mkCas0168       0.16   -1.2   0.1      0.31   -2.2   0.1   1.2   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          cas10                mkCas0168          7  -42.9  53.9       0.1   -0.5   0.6   3.1   2   1   0   3   3   3   0 RG2477003
RGDI01000003.1_RG1990038 -          cas5                 mkCas0169       0.45   -1.0   0.0       3.1   -3.7   0.0   1.4   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334 -          cas5                 mkCas0169       0.89   -2.0   0.0       6.3   -4.7   0.0   1.2   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas5                 mkCas0169          7  -24.6  30.8      0.19    0.2   0.1   3.6   4   1   1   5   5   5   0 RG2477003
RGDD01000075.1_RG1990334   -          cse2gr11             mkCas0171      0.098    1.3   0.0      0.21    0.2   0.0   1.4   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          cse2gr11             mkCas0171       0.61   -1.3   1.8       1.6   -2.6   0.2   1.7   2   0   0   2   2   2   0 RG179391
CAIKUN010000204.1_RG179391 -          cse2gr11             mkCas0171       0.61   -1.3   1.8       1.6   -2.6   0.2   1.7   2   0   0   2   2   2   0 RG179391
CAILXL010000619.1_RG179391 -          cse2gr11             mkCas0171       0.61   -1.3   1.8       1.6   -2.6   0.2   1.7   2   0   0   2   2   2   0 RG179391
CAIVOT010000198.1_RG179391 -          cse2gr11             mkCas0171       0.61   -1.3   1.8       1.6   -2.6   0.2   1.7   2   0   0   2   2   2   0 RG179391
RGDI01000003.1_RG1990038 -          cmr5gr11             mkCas0172       0.27   -0.1   0.0       2.2   -3.1   0.0   1.6   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334 -          cmr5gr11             mkCas0172       0.47   -0.9   0.0       5.2   -4.3   0.0   1.4   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cmr5gr11             mkCas0172          7  -33.1  53.2     0.016    3.8   2.8   5.0   2   1   1   4   4   4   0 RG2477003
RGDI01000003.1_RG1990038   -          cas8c                mkCas0173       0.34   -2.0   0.1      0.65   -2.9   0.1   1.1   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334   -          cas8c                mkCas0173       0.65   -2.9   0.4       2.3   -4.8   0.0   1.1   2   0   0   2   2   2   0 RG1990334
CAIJFF010000603.1_RG179391 -          cas8c                mkCas0173        1.8   -4.4   0.0         7   -7.1   0.0   1.0   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas8c                mkCas0173        1.8   -4.4   0.0         7   -7.1   0.0   1.0   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas8c                mkCas0173        1.8   -4.4   0.0         7   -7.1   0.0   1.0   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas8c                mkCas0173        1.8   -4.4   0.0         7   -7.1   0.0   1.0   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas8c                mkCas0173          7  -37.4  57.6      0.35   -2.0   0.5   3.3   1   1   2   3   3   3   0 RG2477003
RGDD01000075.1_RG1990334   -          cas8b1               mkCas0174       0.44   -2.1   0.2       1.2   -3.6   0.2   1.2   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          cas8b1               mkCas0174        1.4   -3.8   0.1       4.2   -5.4   0.1   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas8b1               mkCas0174        1.4   -3.8   0.1       4.2   -5.4   0.1   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas8b1               mkCas0174        1.4   -3.8   0.1       4.2   -5.4   0.1   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas8b1               mkCas0174        1.4   -3.8   0.1       4.2   -5.4   0.1   1.1   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas8b1               mkCas0174          7  -81.0 112.0     0.067    0.5   1.4   4.8   3   1   1   4   4   4   0 RG2477003
RGDD01000075.1_RG1990334   -          cmr1gr7              mkCas0175       0.31   -1.0   0.1       2.2   -3.8   0.1   1.4   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          cmr1gr7              mkCas0175        1.4   -3.1   0.0       4.2   -4.7   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cmr1gr7              mkCas0175        1.4   -3.1   0.0       4.2   -4.7   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cmr1gr7              mkCas0175        1.4   -3.1   0.0       4.2   -4.7   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cmr1gr7              mkCas0175        1.4   -3.1   0.0       4.2   -4.7   0.0   1.1   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cmr1gr7              mkCas0175          7  -87.7 144.5      0.92   -2.5   0.6   6.8   4   2   2   7   7   7   0 RG2477003
LTBA01000016.1_RG2477003 -          csc1gr5              mkCas0176       0.88   -2.1   0.1         7   -5.3   0.1   1.2   1   0   0   1   1   1   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas8b3               mkCas0177       0.71   -3.0   0.0       1.9   -4.4   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas8b3               mkCas0177       0.71   -3.0   0.0       1.9   -4.4   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas8b3               mkCas0177       0.71   -3.0   0.0       1.9   -4.4   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas8b3               mkCas0177       0.71   -3.0   0.0       1.9   -4.4   0.0   1.1   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas8b3               mkCas0177          7  -26.1  31.7      0.37   -2.1   0.8   2.7   1   1   2   3   3   3   0 RG2477003
LTBA01000016.1_RG2477003   -          csx19                mkCas0178     0.0048    5.2   0.7     0.013    3.8   0.7   1.7   1   0   0   1   1   1   0 RG2477003
RGDD01000075.1_RG1990334   -          csx19                mkCas0178       0.67   -1.8   0.0       5.7   -4.8   0.0   1.3   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          csx19                mkCas0178        1.1   -2.5   0.3         7   -5.5   0.3   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csx19                mkCas0178        1.1   -2.5   0.3         7   -5.5   0.3   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csx19                mkCas0178        1.1   -2.5   0.3         7   -5.5   0.3   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csx19                mkCas0178        1.1   -2.5   0.3         7   -5.5   0.3   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003 -          cas2                 mkCas0179       0.23    0.5   0.1       2.9   -3.0   0.1   1.8   1   0   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038 -          cas2                 mkCas0179       0.26    0.3   0.0       2.4   -2.8   0.0   1.7   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334 -          cas2                 mkCas0179       0.46   -0.5   0.0       5.9   -4.0   0.0   1.5   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          cas8a8               mkCas0180        0.7   -2.7   0.1       5.5   -5.6   0.1   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas8a8               mkCas0180        0.7   -2.7   0.1       5.5   -5.6   0.1   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas8a8               mkCas0180        0.7   -2.7   0.1       5.5   -5.6   0.1   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas8a8               mkCas0180        0.7   -2.7   0.1       5.5   -5.6   0.1   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas8a8               mkCas0180        1.4   -3.6   2.6       4.4   -5.3   2.6   1.3   1   0   0   1   1   1   0 RG2477003
RGDD01000075.1_RG1990334 -          csf4gr11             mkCas0181       0.14    0.9   0.0      0.46   -0.8   0.0   1.6   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          csf4gr11             mkCas0181       0.36   -0.5   2.2       3.9   -3.8   0.0   2.3   3   0   0   3   3   3   0 RG2477003
RGDI01000003.1_RG1990038 -          csm5gr7              mkCas0182       0.37   -1.5   0.2       1.9   -3.8   0.2   1.3   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334 -          csm5gr7              mkCas0182       0.37   -1.5   0.5       1.1   -3.0   0.5   1.3   1   1   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          csm5gr7              mkCas0182          7  -61.6 110.3     0.029    2.1   0.3   6.3   3   1   4   7   7   7   0 RG2477003
RGDD01000075.1_RG1990334 -          csf1gr8              mkCas0185       0.55   -1.7   0.1       3.9   -4.5   0.1   1.3   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          csf1gr8              mkCas0185          7  -11.0  13.3      0.86   -2.3   1.0   2.2   3   0   0   3   3   3   0 RG2477003
RGDI01000003.1_RG1990038 -          csm2gr11             mkCas0186       0.25    0.3   0.0       3.8   -3.5   0.0   1.7   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334 -          csm2gr11             mkCas0186       0.37   -0.3   0.0         4   -3.6   0.0   1.6   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          csm2gr11             mkCas0186          7   -5.3   9.3       2.9   -3.1   2.5   3.0   2   1   0   2   2   2   0 RG2477003
RGDI01000003.1_RG1990038 -          csm2gr11             mkCas0187       0.39   -0.4   0.1       1.7   -2.5   0.1   1.5   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          csm2gr11             mkCas0187          7  -45.7  56.9       0.8   -1.4   0.1   5.5   4   1   2   7   7   7   0 RG2477003
RGDI01000003.1_RG1990038 -          csx19                mkCas0188     0.0056    5.5   0.0     0.034    2.9   0.0   2.0   2   0   0   2   2   2   1 RG1990038
RGDD01000075.1_RG1990334 -          cmr5gr11             mkCas0190       0.48   -0.8   0.0       2.2   -2.9   0.0   1.4   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas5                 mkCas0191       0.93   -2.2   0.0         7   -5.3   0.0   1.2   1   0   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038 -          cpf1                 mkCas0192      0.064   -0.4   1.0      0.29   -2.5   1.2   1.5   1   1   1   2   2   2   0 RG1990038
RGDD01000075.1_RG1990334 -          cpf1                 mkCas0192       0.42   -3.0   3.8      0.19   -1.9   1.0   1.5   2   0   0   2   2   2   0 RG1990334
LTBA01000016.1_RG2477003 -          cpf1                 mkCas0192          7  -46.5 103.3       0.4   -3.0   0.0   2.4   3   0   0   3   3   3   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas9                 mkCas0193        1.3   -4.7   0.0       3.2   -6.1   0.0   1.0   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas9                 mkCas0193        1.3   -4.7   0.0       3.2   -6.1   0.0   1.0   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas9                 mkCas0193        1.3   -4.7   0.0       3.2   -6.1   0.0   1.0   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas9                 mkCas0193        1.3   -4.7   0.0       3.2   -6.1   0.0   1.0   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas9                 mkCas0193          7  -48.8  75.4      0.33   -2.8   1.1   2.9   1   1   0   2   2   2   0 RG2477003
RGDI01000003.1_RG1990038   -          cse2gr11             mkCas0194       0.65   -1.5   0.0       6.1   -4.7   0.0   1.3   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          cse2gr11             mkCas0194        1.5   -2.7   0.0         7   -6.0   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cse2gr11             mkCas0194        1.5   -2.7   0.0         7   -6.0   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cse2gr11             mkCas0194        1.5   -2.7   0.0         7   -6.0   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cse2gr11             mkCas0194        1.5   -2.7   0.0         7   -6.0   0.0   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cse2gr11             mkCas0194          7  -10.2  13.1       2.1   -3.2   3.6   2.1   2   0   0   2   2   2   0 RG2477003
RGDI01000003.1_RG1990038   -          cas8b1               mkCas0195       0.27   -1.4   0.1      0.62   -2.6   0.1   1.2   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          cas8b1               mkCas0195        1.6   -4.0   0.0         7   -6.9   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas8b1               mkCas0195        1.6   -4.0   0.0         7   -6.9   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas8b1               mkCas0195        1.6   -4.0   0.0         7   -6.9   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas8b1               mkCas0195        1.6   -4.0   0.0         7   -6.9   0.0   1.1   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas8b1               mkCas0195          7  -32.1  40.4       3.8   -5.2   6.4   2.9   1   1   2   3   3   3   0 RG2477003
LTBA01000016.1_RG2477003   -          cse2gr11             mkCas0196       0.69   -1.8   0.1         7   -5.1   0.1   1.3   1   0   0   1   1   1   0 RG2477003
CAIJFF010000603.1_RG179391 -          cse2gr11             mkCas0196       0.74   -1.9   0.2       5.2   -4.6   0.2   1.3   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cse2gr11             mkCas0196       0.74   -1.9   0.2       5.2   -4.6   0.2   1.3   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cse2gr11             mkCas0196       0.74   -1.9   0.2       5.2   -4.6   0.2   1.3   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cse2gr11             mkCas0196       0.74   -1.9   0.2       5.2   -4.6   0.2   1.3   1   0   0   1   1   1   0 RG179391
CAIJFF010000603.1_RG179391 -          csx25                mkCas0197       0.31   -0.9   0.1      0.84   -2.4   0.1   1.3   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csx25                mkCas0197       0.31   -0.9   0.1      0.84   -2.4   0.1   1.3   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csx25                mkCas0197       0.31   -0.9   0.1      0.84   -2.4   0.1   1.3   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csx25                mkCas0197       0.31   -0.9   0.1      0.84   -2.4   0.1   1.3   1   0   0   1   1   1   0 RG179391
RGDD01000075.1_RG1990334   -          csx25                mkCas0197        1.4   -3.1   0.0         7   -5.9   0.0   1.1   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          csm3gr7              mkCas0198       0.43   -1.5   0.1       3.2   -4.3   0.1   1.3   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csm3gr7              mkCas0198       0.43   -1.5   0.1       3.2   -4.3   0.1   1.3   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csm3gr7              mkCas0198       0.43   -1.5   0.1       3.2   -4.3   0.1   1.3   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csm3gr7              mkCas0198       0.43   -1.5   0.1       3.2   -4.3   0.1   1.3   1   0   0   1   1   1   0 RG179391
RGDD01000075.1_RG1990334   -          csm3gr7              mkCas0198       0.81   -2.4   0.0         7   -5.6   0.0   1.2   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038 -          cas8a2               mkCas0199       0.34   -1.9   0.0       2.3   -4.6   0.0   1.2   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          cas8a2               mkCas0199          7  -58.2  84.7         1   -3.5   4.1   5.3   2   1   0   3   3   3   0 RG2477003
RGDI01000003.1_RG1990038 -          2OG                  mkCas0200        0.2   -0.3   0.1      0.77   -2.2   0.0   1.4   2   0   0   2   2   2   0 RG1990038
RGDD01000075.1_RG1990334 -          2OG                  mkCas0200       0.48   -1.5   0.0       4.5   -4.7   0.0   1.3   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas10d               mkCas0201          7  -21.1  31.3         7  -22.2  31.3   1.6   1   0   0   1   1   1   0 RG2477003
RGDD01000075.1_RG1990334   -          cas8b9               mkCas0203       0.16   -0.5   0.4      0.38   -1.7   0.4   1.3   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038   -          cas8b9               mkCas0203       0.69   -2.5   0.0       5.7   -5.5   0.0   1.2   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          cas8b9               mkCas0203          2   -4.0   0.0         7   -7.2   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas8b9               mkCas0203          2   -4.0   0.0         7   -7.2   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas8b9               mkCas0203          2   -4.0   0.0         7   -7.2   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas8b9               mkCas0203          2   -4.0   0.0         7   -7.2   0.0   1.1   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas8b9               mkCas0203          7  -31.0  41.9     0.025    2.2   1.3   3.9   3   1   0   4   4   4   0 RG2477003
RGDD01000075.1_RG1990334 -          cmr5gr11             mkCas0205      0.082    1.9   0.0      0.68   -1.1   0.1   1.9   2   0   0   2   2   2   0 RG1990334
LTBA01000016.1_RG2477003 -          cmr5gr11             mkCas0205          7  -10.1  12.5       1.1   -1.8   0.1   2.3   3   1   0   3   3   3   0 RG2477003
LTBA01000016.1_RG2477003 -          cas2                 mkCas0206        0.1    1.7   2.2      0.82   -1.1   0.1   3.0   3   0   0   3   3   3   0 RG2477003
RGDI01000003.1_RG1990038 -          cas8a3               mkCas0207       0.15    0.1   0.3      0.83   -2.4   0.1   1.6   2   0   0   2   2   2   0 RG1990038
LTBA01000016.1_RG2477003 -          cas8a3               mkCas0207          7  -32.0  44.3       2.3   -3.9   0.4   3.4   2   1   1   3   3   3   0 RG2477003
RGDD01000075.1_RG1990334 -          cas8b1               mkCas0209      0.081    0.1   0.0      0.16   -0.9   0.0   1.3   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas8b1               mkCas0209          7  -57.9  76.0      0.44   -2.3   0.6   4.3   2   1   3   6   6   6   0 RG2477003
RGDI01000003.1_RG1990038 -          csf1gr8              mkCas0210       0.32   -0.9   0.0       3.7   -4.4   0.0   1.4   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          csf1gr8              mkCas0210       0.32   -1.0   4.2      0.15    0.1   0.4   2.2   2   0   0   2   2   2   0 RG2477003
LTBA01000016.1_RG2477003   -          RT                   pfam00078      0.089    1.3   0.1      0.27   -0.2   0.1   1.6   1   0   0   1   1   1   0 RG2477003
RGDI01000003.1_RG1990038   -          RT                   pfam00078       0.29   -0.3   0.0       1.2   -2.3   0.0   1.4   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334   -          RT                   pfam00078       0.76   -1.7   0.0         7   -5.2   0.0   1.3   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          RT                   pfam00078          3   -3.6   2.3       3.9   -4.0   0.2   1.3   2   0   0   2   2   2   0 RG179391
CAIKUN010000204.1_RG179391 -          RT                   pfam00078          3   -3.6   2.3       3.9   -4.0   0.2   1.3   2   0   0   2   2   2   0 RG179391
CAILXL010000619.1_RG179391 -          RT                   pfam00078          3   -3.6   2.3       3.9   -4.0   0.2   1.3   2   0   0   2   2   2   0 RG179391
CAIVOT010000198.1_RG179391 -          RT                   pfam00078          3   -3.6   2.3       3.9   -4.0   0.2   1.3   2   0   0   2   2   2   0 RG179391
RGDI01000003.1_RG1990038   -          cas1                 pfam01867        0.5   -1.9   0.1       2.5   -4.2   0.1   1.2   1   0   0   1   1   1   0 RG1990038
CAIJFF010000603.1_RG179391 -          cas1                 pfam01867       0.69   -2.3   0.0       3.7   -4.7   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas1                 pfam01867       0.69   -2.3   0.0       3.7   -4.7   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas1                 pfam01867       0.69   -2.3   0.0       3.7   -4.7   0.0   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas1                 pfam01867       0.69   -2.3   0.0       3.7   -4.7   0.0   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas1                 pfam01867          7  -17.6  26.1     0.058    1.2   0.0   3.7   2   1   3   5   5   5   0 RG2477003
RGDD01000075.1_RG1990334   -          cas6                 pfam01881       0.82   -1.1   0.1         7   -4.3   0.1   1.4   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          cas6                 pfam01881        0.9   -1.2   0.1       2.3   -2.5   0.1   1.2   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas6                 pfam01881        0.9   -1.2   0.1       2.3   -2.5   0.1   1.2   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas6                 pfam01881        0.9   -1.2   0.1       2.3   -2.5   0.1   1.2   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas6                 pfam01881        0.9   -1.2   0.1       2.3   -2.5   0.1   1.2   1   0   0   1   1   1   0 RG179391
LTBA01000016.1_RG2477003   -          cas6                 pfam01881          7  -69.5 105.2      0.73   -0.9   1.2   7.8   4   1   4   9   9   9   0 RG2477003
LTBA01000016.1_RG2477003 -          cas7                 pfam01905       0.32   -0.9   1.5       1.4   -3.1   1.5   1.6   1   0   0   1   1   1   0 RG2477003
RGDD01000075.1_RG1990334 -          cas4                 pfam01930        0.8   -1.4   0.1         7   -4.9   0.1   1.3   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003 -          cas4                 pfam01930          7  -39.4  54.7       1.3   -2.1   0.2   5.5   2   1   4   7   7   7   0 RG2477003
RGDD01000075.1_RG1990334 -          csm2gr11             pfam03750       0.74   -0.7   0.0       6.5   -3.8   0.0   1.5   1   0   0   1   1   1   0 RG1990334
RGDI01000003.1_RG1990038 -          csm2gr11             pfam03750       0.87   -0.9   0.1       4.9   -3.4   0.1   1.4   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          csm2gr11             pfam03750          7  -32.7  51.2       1.9   -2.0   0.4   5.1   3   1   3   6   6   6   0 RG2477003
RGDD01000075.1_RG1990334   -          csm3gr7              pfam03787       0.54   -0.7   0.0       1.3   -1.9   0.0   1.3   1   0   0   1   1   1   0 RG1990334
CAIJFF010000603.1_RG179391 -          csm3gr7              pfam03787       0.78   -1.2   0.0       2.8   -3.0   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          csm3gr7              pfam03787       0.78   -1.2   0.0       2.8   -3.0   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          csm3gr7              pfam03787       0.78   -1.2   0.0       2.8   -3.0   0.0   1.3   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          csm3gr7              pfam03787       0.78   -1.2   0.0       2.8   -3.0   0.0   1.3   1   0   0   1   1   1   0 RG179391
RGDI01000003.1_RG1990038   -          csm3gr7              pfam03787        1.3   -1.9   0.0         7   -5.2   0.0   1.2   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003   -          csm3gr7              pfam03787          7  -25.0  33.4       1.9   -2.5   0.1   4.1   2   1   0   2   2   2   0 RG2477003
RGDI01000003.1_RG1990038 -          cas7b                pfam05107       0.73   -2.0   0.0         7   -5.4   0.0   1.2   1   0   0   1   1   1   0 RG1990038
LTBA01000016.1_RG2477003 -          cas7b                pfam05107          7  -24.1  27.9       5.7   -4.9   1.7   2.3   2   1   0   2   2   2   0 RG2477003
RGDI01000003.1_RG1990038   -          cas4                 pfam06023       0.24   -0.5   0.0       0.9   -2.3   0.0   1.4   1   0   0   1   1   1   0 RG1990038
RGDD01000075.1_RG1990334   -          cas4                 pfam06023       0.29   -0.7   0.1      0.71   -2.0   0.1   1.3   1   0   0   1   1   1   0 RG1990334
LTBA01000016.1_RG2477003   -          cas4                 pfam06023       0.86   -2.3   4.7      0.47   -1.4   1.1   2.1   3   0   0   3   3   3   0 RG2477003
CAIJFF010000603.1_RG179391 -          cas4                 pfam06023        1.3   -2.9   0.0         7   -6.2   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIKUN010000204.1_RG179391 -          cas4                 pfam06023        1.3   -2.9   0.0         7   -6.2   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAILXL010000619.1_RG179391 -          cas4                 pfam06023        1.3   -2.9   0.0         7   -6.2   0.0   1.1   1   0   0   1   1   1   0 RG179391
CAIVOT010000198.1_RG179391 -          cas4                 pfam06023        1.3   -2.9   0.0         7   -6.2   0.0   1.1   1   0   0   1   1   1   0 RG179391
